user_id,mood_selected,message_text,stress_level,sleep_hours,work_pressure,social_support,energy_level,preferred_relief,sentiment_score,task1,task2,task3,task4,ai_reply
117,angry,I'm really upset and it's hard to calm down.,10,8.3,3,9,4,quick_exercises,0.6,mindfulness_exercise,listen_music,stretch_body,call_friend,I hear the tension and frustration in your words. It is safe to release it now. Follow these guided steps to process the heat and return to a cooler state.
118,stressed,I have too many things to finish today and I feel overwhelmed.,3,4.4,1,9,4,quick_exercises,-0.48,watch_funny_video,deep_breathing,gratitude_list,nature_break,"I hear you. The pressure you're feeling is valid, but you don't have to carry it all at once. Let's take a breath and look at these gentle steps together."
119,overthinking,I keep analyzing everything too much.,6,7.7,7,4,9,suggestions,0.45,positive_affirmation,short_walk,stretch_body,mindfulness_exercise,"When the 'what-ifs' take over, the best antidote is right here in the present moment. I've designed this plan to bring your focus back to the now."
120,overthinking,I can't stop thinking about past mistakes.,3,4.1,3,10,9,quotes,0.56,positive_affirmation,mindfulness_exercise,stretch_body,digital_detox,"When the 'what-ifs' take over, the best antidote is right here in the present moment. I've designed this plan to bring your focus back to the now."
121,anxious,I feel nervous about what might happen later today.,10,3.7,2,7,1,light_humor,0.44,deep_breathing,write_journal,watch_funny_video,short_walk,"I know the uncertainty feels heavy, but you are safe in this moment. Deep breaths. Here is a calming plan to ease the fluttering in your chest."
122,anxious,I feel nervous about what might happen later today.,3,3.8,5,5,3,guided_steps,0.6,drink_water,nature_break,digital_detox,write_journal,Anxiety can make everything feel urgent and loud. I'm right here with you. These steps are designed to gently ground you back into the present moment.
123,anxious,I keep worrying about small things and can't focus.,5,4.0,1,8,7,suggestions,0.24,positive_affirmation,gratitude_list,mindfulness_exercise,nature_break,Anxiety can make everything feel urgent and loud. I'm right here with you. These steps are designed to gently ground you back into the present moment.
124,overthinking,My mind keeps replaying the same thoughts again and again.,4,3.8,5,1,1,quotes,0.23,watch_funny_video,stretch_body,positive_affirmation,nature_break,You've been carrying a heavy mental load. It's time to let your mind rest. Focus only on the step in front of you—I've laid them out for you here.
125,angry,I can't stop thinking about something that made me angry.,9,4.5,4,2,7,guided_steps,-0.91,drink_water,listen_music,stretch_body,short_walk,"It's completely valid that you feel frustrated about this. Rather than bottling it up, let's allow it to move through you carefully with these focused actions."
126,angry,I feel tense and annoyed with everyone today.,5,5.9,9,2,8,light_humor,0.22,positive_affirmation,mindfulness_exercise,stretch_body,gratitude_list,"Your anger is a protective force, and it's okay to feel it. But holding onto it can burn you. Let's channel that fire safely through these grounding exercises."
127,angry,I'm really upset and it's hard to calm down.,10,5.4,8,8,3,quick_exercises,0.98,mindfulness_exercise,drink_tea,nature_break,watch_funny_video,"Your anger is a protective force, and it's okay to feel it. But holding onto it can burn you. Let's channel that fire safely through these grounding exercises."
128,angry,I'm really upset and it's hard to calm down.,8,3.3,1,6,6,light_humor,-0.25,drink_water,digital_detox,stretch_body,mindfulness_exercise,I hear the tension and frustration in your words. It is safe to release it now. Follow these guided steps to process the heat and return to a cooler state.
129,stressed,My deadlines are piling up and I can't relax.,10,8.2,4,8,6,guided_steps,0.25,call_friend,short_walk,watch_funny_video,digital_detox,"I hear you. The pressure you're feeling is valid, but you don't have to carry it all at once. Let's take a breath and look at these gentle steps together."
130,overthinking,My mind keeps replaying the same thoughts again and again.,6,8.7,8,10,4,quick_exercises,0.55,deep_breathing,gratitude_list,listen_music,nature_break,"Your brain is running in circles trying to protect you, but you can put the thoughts down now. Let's redirect that energy into these simple, mindful actions."
131,stressed,I feel pressure from work and my mind won't slow down.,1,6.2,3,6,6,light_humor,0.77,mindfulness_exercise,digital_detox,gratitude_list,write_journal,It's completely normal to feel overwhelmed when there's so much on your plate. I've put together a few things to help you find your footing right now.
132,sad,I can't seem to shake this sadness.,9,7.2,6,6,6,quick_exercises,-0.01,stretch_body,deep_breathing,gratitude_list,call_friend,I'm so sorry you're feeling this weight today. It's okay to feel sad—you don't have to rush through it. Here are some gentle ways to care for yourself right now.
133,anxious,I feel nervous about what might happen later today.,3,5.6,5,3,4,suggestions,-0.55,stretch_body,listen_music,nature_break,mindfulness_exercise,"I know the uncertainty feels heavy, but you are safe in this moment. Deep breaths. Here is a calming plan to ease the fluttering in your chest."
134,burned_out,I have no energy left to deal with anything.,10,3.4,2,9,9,guided_steps,-0.46,mindfulness_exercise,5_min_meditation,listen_music,gratitude_list,"Your exhaustion is a signal, not a failure. It's time to pause and replenish your energy. Let's focus purely on gentle recovery today."
135,angry,I feel frustrated and irritated about what happened.,3,3.2,8,4,2,guided_steps,-0.91,deep_breathing,digital_detox,watch_funny_video,short_walk,"It's completely valid that you feel frustrated about this. Rather than bottling it up, let's allow it to move through you carefully with these focused actions."
136,lonely,I feel isolated even when people are around.,7,8.6,2,9,9,guided_steps,-0.12,drink_tea,drink_water,call_friend,positive_affirmation,"Your presence matters in this world. When the silence feels too loud, I hope these recommendations bring you a sense of warmth and companionship."
137,stressed,I keep thinking about everything I have to do and it's exhausting.,7,7.7,10,9,9,guided_steps,0.95,5_min_meditation,digital_detox,listen_music,mindfulness_exercise,"I hear you. The pressure you're feeling is valid, but you don't have to carry it all at once. Let's take a breath and look at these gentle steps together."
138,angry,I can't stop thinking about something that made me angry.,2,7.2,7,9,2,light_humor,0.12,call_friend,stretch_body,watch_funny_video,deep_breathing,I hear the tension and frustration in your words. It is safe to release it now. Follow these guided steps to process the heat and return to a cooler state.
139,sad,I feel emotionally drained and down.,7,6.8,10,9,6,light_humor,-0.92,nature_break,gratitude_list,mindfulness_exercise,positive_affirmation,"You are seen, and your feelings matter. Let's not try to fix everything at once. Let's just focus on these tender, restorative actions instead."
140,lonely,I wish someone understood how I feel.,9,8.2,3,6,6,guided_steps,0.33,gratitude_list,positive_affirmation,short_walk,digital_detox,"Even when it feels like you're isolated, please know you are not alone in this space. I am here for you. Let's gently reconnect with yourself and the world through these steps."
141,overthinking,I can't stop thinking about past mistakes.,6,3.8,7,8,1,quotes,-0.91,short_walk,stretch_body,digital_detox,5_min_meditation,"When the 'what-ifs' take over, the best antidote is right here in the present moment. I've designed this plan to bring your focus back to the now."
142,lonely,I feel isolated even when people are around.,9,6.9,6,7,5,suggestions,-0.57,write_journal,short_walk,5_min_meditation,drink_water,"Loneliness can ache so deeply. I hear your longing for connection. Let's gently bridge that gap with some loving, intentional activities today."
143,angry,I feel frustrated and irritated about what happened.,10,6.9,8,3,2,light_humor,-0.53,mindfulness_exercise,nature_break,digital_detox,5_min_meditation,"Your anger is a protective force, and it's okay to feel it. But holding onto it can burn you. Let's channel that fire safely through these grounding exercises."
144,angry,I'm really upset and it's hard to calm down.,8,8.0,4,6,4,light_humor,-0.81,5_min_meditation,write_journal,listen_music,mindfulness_exercise,I hear the tension and frustration in your words. It is safe to release it now. Follow these guided steps to process the heat and return to a cooler state.
145,angry,I can't stop thinking about something that made me angry.,7,4.9,9,3,5,quick_exercises,-0.37,drink_tea,drink_water,nature_break,gratitude_list,"Your anger is a protective force, and it's okay to feel it. But holding onto it can burn you. Let's channel that fire safely through these grounding exercises."
146,anxious,I keep worrying about small things and can't focus.,2,4.9,8,7,6,light_humor,0.51,drink_tea,gratitude_list,stretch_body,positive_affirmation,"I know the uncertainty feels heavy, but you are safe in this moment. Deep breaths. Here is a calming plan to ease the fluttering in your chest."
147,angry,I'm really upset and it's hard to calm down.,10,7.4,9,3,9,suggestions,-0.71,write_journal,5_min_meditation,digital_detox,listen_music,"Your anger is a protective force, and it's okay to feel it. But holding onto it can burn you. Let's channel that fire safely through these grounding exercises."
148,angry,I can't stop thinking about something that made me angry.,6,8.6,4,3,5,guided_steps,0.43,digital_detox,call_friend,write_journal,listen_music,"It's completely valid that you feel frustrated about this. Rather than bottling it up, let's allow it to move through you carefully with these focused actions."
149,lonely,I feel like I don't have anyone to talk to today.,9,6.3,1,5,3,quick_exercises,-0.17,digital_detox,write_journal,positive_affirmation,listen_music,"Even when it feels like you're isolated, please know you are not alone in this space. I am here for you. Let's gently reconnect with yourself and the world through these steps."
